"Brand,""Sottobrand"",""Tipologia"",""EAN"",""COD."",""Descrizione"",""PZ / CRT"",""listino unitario  2025"",""Prezzo netto"""
"Ariasana,""Tab"",""STD"",""4015000437707"",""2631296"",""ARIASANA Aero 360 Tab Lavanda Relax 450g"",""24"",""5.32"",""0"""
"Ariasana,""Tab"",""STD"",""mix"",""2547553"",""ARIASANA Aero 360 Tab Aroma Mix - Palbox 96pz"",""96"",""0.00"",""0"""
"Ariasana,""Tab"",""STD"",""8004630911363"",""1680991"",""ARIASANA Aero 360 Tab Inodore 450g"",""24"",""5.32"",""0"""
"Ariasana,""Tab"",""STD"",""4015000437707"",""2631296"",""ARIASANA Aero 360 Tab Lavanda Relax 450g"",""24"",""5.32"",""0"""
"Ariasana,""Tab"",""STD"",""8004630917983"",""2631309"",""ARIASANA Aero 360 Tab Fresia Bianca e Gelsomino 450g"",""24"",""5.32"",""0"""
"Ariasana,""Tab"",""STD"",""4015000437592"",""2631302"",""ARIASANA Aero 360 Tab Fiori di campo 450g"",""24"",""5.32"",""0"""
"Ariasana,""Tab"",""PROM"",""8004630921799"",""2631639"",""ARIASANA Aero 360 kit Lavanda 450g"",""6"",""12.75"",""0"""
"Ariasana,""Tab"",""PROM"",""4015000437707"",""2631296"",""ARIASANA Aero 360 Tab Lavanda Relax 450g"",""36"",""5.32"",""0"""
"Ariasana,""Tab"",""PROM"",""8004630918164"",""2091955"",""ARIASANA Minifresh Relax 100g"",""12"",""5.98"",""0"""
"Ariasana,""Tab"",""BOX"",""8004630911363"",""3008790"",""ARIASANA Aero 360 Tab Inod + Lav. 450g - Palbox 96pz"",""96"",""0.00"",""0"""
"Ariasana,""Tab"",""BOX"",""4015000437592"",""3008150"",""ARIASANA Aero 360 Tab Fresia+Agrumi+FioriCampo 450g - Palbox 96pz"",""96"",""0.00"",""0"""
"Ariasana,""Busta"",""STD"",""8004630894451"",""673937"",""ARIASANA Ricarica Inodore 1 busta 450g"",""24"",""2.90"",""0"""
"Ariasana,""Busta"",""STD"",""8004630894536"",""673947"",""ARIASANA Ricarica Lavanda 1 busta 450g"",""24"",""2.90"",""0"""
"Ariasana,""Busta"",""STD"",""8004630894499"",""2772794"",""ARIASANA Ricarica Agrumi di Sicilia 1 busta 450g"",""24"",""2.90"",""0"""
"Ariasana,""Busta"",""STD"",""8004630921157"",""2400730"",""ARIASANA Ricarica Inodore 2+1 busta 450g"",""8"",""8.69"",""0"""
"Ariasana,""Busta"",""STD"",""8004630921164"",""2400731"",""ARIASANA Ricarica Lavanda 2+1 busta 450g"",""8"",""8.69"",""0"""
"Ariasana,""Busta"",""STD"",""8004630921188"",""2772667"",""ARIASANA Ricarica Agrumi di Sicilia 2+1 busta 450g"",""8"",""8.69"",""0"""
"Ariasana,""Busta"",""STD"",""8004630889389"",""243604"",""ARIASANA Ricarica Classica 5 buste da 450g"",""6"",""13.11"",""0"""
"Ariasana,""Piccoli Spazi"",""STD"",""8004630903375"",""1069048"",""ARIASANA Profumì Guzzini Balsamica 45g"",""12"",""6.42"",""0"""
"Ariasana,""Piccoli Spazi"",""STD"",""8004630903412"",""1069050"",""ARIASANA Profumì Guzzini Lavanda 45g"",""12"",""6.42"",""0"""
"Ariasana,""Piccoli Spazi"",""STD"","""",""3042491"",""Ariasana Strip Guzzini 6 x 45g *2 IT"",""12"",""6.42"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918089"",""2092177"",""ARIASANA Minifresh Comfort 100g"",""12"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918072"",""2093419"",""ARIASANA Minifresh Energy 100g"",""12"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918164"",""2091955"",""ARIASANA Minifresh Relax 100g"",""12"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""mix"",""2108449"",""ARIASANA Minifresh Display Aroma"",""18"",""0.00"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918072"",""2093419"",""ARIASANA Minifresh Energy 100g"",""6"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918164"",""2091955"",""ARIASANA Minifresh Relax 100g"",""6"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918089"",""2092177"",""ARIASANA Minifresh Comfort 100g"",""6"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""mix"",""2108473"",""ARIASANA Minifresh Aroma Mix - 2 Strip da 6pz"",""12"",""0.00"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918072"",""2093419"",""  ARIASANA Minifresh Energy 100g"",""4"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918164"",""2091955"",""  ARIASANA Minifresh Relax 100g"",""4"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918089"",""2092177"",""  ARIASANA Minifresh Comfort 100g"",""4"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""mix"",""2699006"",""ARIASANA Minifresh Palbox Misto Aroma"",""72"",""0.00"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918072"",""2093419"",""ARIASANA Minifresh Energy 100g"",""12"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918164"",""2091955"",""ARIASANA Minifresh Relax 100g"",""48"",""5.98"",""0"""
"Ariasana,""Piccoli spazi"",""STD"",""8004630918089"",""2092177"",""ARIASANA Minifresh Comfort 100g"",""12"",""5.98"",""0"""
"Ariasana,""Antimuffa"",""STD"",""8004630934478"",""3014623"",""ARIASANA SmufferProfessional 375ml*12 IT"",""12"",""7.61"",""0"""
"Ariasana,""Antimuffa"",""STD"",""8004630934478"",""3073488"",""Ariasana Smuffer 375ml * 48 IT"",""48"",""7.61"",""0"""
"Pattex,""Universale"",""STD"",""4015000420105"",""2849337"",""PATTEX 100% Colla 50g - Ocean"",""12"",""6.32"",""0"""
"Pattex,""Universale"",""STD"",""4015000420150"",""2716428"",""PATTEX 100% Colla 100g"",""12"",""8.11"",""0"""
"Pattex,""Millechiodi "",""STD"",""8004630886524"",""1947976"",""PATTEX Millechiodi Forte&Rapido 100g"",""12"",""5.41"",""0"""
"Pattex,""Millechiodi "",""STD"",""8004630886524"",""1760689"",""PATTEX Millechiodi Forte&Rapido 100g - 2 Strip da 6pz"",""12"",""5.41"",""0"""
"Pattex,""Millechiodi "",""STD"",""8004630886524"",""1961615"",""PATTEX Millechiodi Forte&Rapido 100g - Palbox 96pz"",""96"",""5.41"",""0"""
"Pattex,""Millechiodi "",""Ad Hoc"",""8004630886524"",""2717862"",""PATTEX Millechiodi Forte&Rapido 100g - Palbox 60pz"",""60"",""5.41"",""0"""
"Pattex,""Millechiodi "",""STD"",""8004630886548"",""2713276"",""PATTEX Millechiodi Forte&Rapido 250g"",""12"",""8.06"",""0"""
"Pattex,""Millechiodi "",""STD"",""8004630919925"",""2246028"",""PATTEX Millechiodi Forte&Rapido kiwi 260g"",""12"",""10.67"",""0"""
"Pattex,""Millechiodi "",""STD"",""3178040424463"",""1948308"",""PATTEX Millechiodi Forte&Rapido 400g"",""12"",""9.41"",""0"""
"Pattex,""Millechiodi "",""STD"",""3178040424463"",""1962940"",""PATTEX Millechiodi Forte&Rapido 400g - Palbox 48pz"",""48"",""9.41"",""0"""
"Pattex,""Millechiodi "",""STD"",""3178040424463"",""1994592"",""PATTEX Millechiodi Forte&Rapido 400g - espo 12"",""12"",""9.41"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630918225"",""2089677"",""PATTEX Millechiodi Forte&Rapido 400g  - Bipack"",""6"",""18.82"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630908646"",""2716248"",""PATTEX Millechiodi Esterni e Interni 100g"",""12"",""6.11"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630935079"",""3032800"",""PATTEX Millechiodi Resistente all'Acqua 142g "",""12"",""6.11"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630908646"",""2676049"",""PATTEX Millechiodi Esterni e Interni 100g - 2 strip da 6pz"",""12"",""6.11"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630919222"",""2716530"",""PATTEX Millechiodi Esterni e Interni tubo 340g"",""12"",""9.00"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630908660"",""2716411"",""PATTEX Millechiodi Esterni e Interni 450g"",""12"",""11.26"",""0"""
"Pattex,""Legno"",""STD"",""8004630906949"",""2716181"",""PATTEX Millechiodi Legno 100g"",""12"",""5.79"",""0"""
"Pattex,""Legno"",""STD"",""8004630906963"",""2716182"",""PATTEX Millechiodi Legno 200g"",""12"",""7.71"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""5410091773670"",""2970810"",""PATTEX Millechiodi Attacca&Stacca 44g"",""12"",""5.99"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""5410091773670"",""2993528"",""PATTEX Millechiodi Attacca&Stacca 44g - Strip 2x6pz"",""12"",""5.99"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""5410091773670"",""2991180"",""PATTEX Millechiodi Attacca&Stacca 44g - Palbox 60pz"",""60"",""5.99"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630915996"",""1974285"",""PATTEX Millechiodi Trasparente 40g"",""12"",""4.80"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""3178040671157"",""2713222"",""PATTEX Millechiodi Trasparente 200g"",""12"",""8.65"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""3178040671140"",""1948309"",""PATTEX Millechiodi Trasparente 310g"",""12"",""10.32"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630921515"",""2449235"",""PATTEX Millechiodi Crystal 90g"",""12"",""6.42"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630921515"",""3032799"",""PATTEX Millechiodi Crystal 90g"",""12"",""6.42"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630921515"",""2499484"",""PATTEX Millechiodi Crystal 90g - 2 Strip da 6pz"",""12"",""6.42"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630921492"",""2708135"",""PATTEX Millechiodi Crystal 290g"",""12"",""9.99"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630921966"",""2716810"",""PATTEX Millechiodi Extreme 142g"",""12"",""6.42"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630921966"",""3032794"",""PATTEX Millechiodi Oggetti Pesanti (ex extreme) 142g"",""12"",""6.42"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630934997"",""3032798"",""PATTEX Millechiodi Extreme 340g (tubo) "",""12"",""9.00"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630921980"",""2708148"",""PATTEX Millechiodi Extreme 460g"",""12"",""9.99"",""0"""
"Pattex,""Millechiodi Polimero"",""PROM"",""8004630929184"",""2843254"",""PATTEX MILLECHIODI EXT CTC BIPACK 460gx6"",""6"",""19.98"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630925681"",""2720858"",""PATTEX Millechiodi speciale pannelli 850g"",""12"",""9.39"",""0"""
"Pattex,""Millechiodi Polimero"",""STD"",""8004630935093"",""3033043"",""PATTEX MILLECHIODI 3in1"",""12"",""10.49"",""0"""
"Pattex,""Millechiodi"",""PROM"",""8004630913206"",""2713220"",""PATTEX Millechiodi Forte&Rapido 250g + 40%"",""12"",""8.06"",""0"""
"Pattex,""Millechiodi"",""Ad Hoc"",""8004630913206"",""1853777"",""PATTEX Millechiodi Forte&Rapido 250g + 40% - display"",""12"",""8.06"",""0"""
"Pattex,""Box"",""PROM"",""8004630886524"",""2624030"",""PATTEX Millechiodi Cartuccione F&R e Crystal - palbox misto 156pz"",""156"",""0.00"",""0"""
"Pattex,""Millechiodi"",""Ad Hoc"",""8004630913244"",""1813675"",""PATTEX Millechiodi Forte&Rapido 150g"",""12"",""6.45"",""0"""
"Pattex,""Millechiodi"",""Ad Hoc"",""8004630917372"",""2713225"",""PATTEX Millechiodi Forte&Rapido tubo 350gr"",""12"",""8.56"",""0"""
"Pattex,""Millechiodi"",""Ad Hoc"",""8004630921928"",""2490928"",""PATTEX Millechiodi Forte&Rapido 250g Bipack"",""6"",""16.05"",""0"""
"Pattex,""Millechiodi"",""Ad Hoc"",""8004630921942"",""2494807"",""PATTEX Millechiodi Forte&Rapido 400g Tripack"",""4"",""28.24"",""0"""
"Pattex,""Millechiodi Polimero"",""Ad Hoc"",""8004630922932"",""2638831"",""PATTEX Millechiodi Crystal Bipack 2x290g"",""6"",""19.98"",""0"""
"Pattex,""Box"",""su commessa"",""8004630886524"",""2930559"",""PATTEX Millechiodi Forte&Rapido e Re-New – palbox misto 72pz"",""72"",""0.00"",""0"""
"Pattex,""Box"",""STD"",""8004630921980"",""3067802"",""Pattex Millechiodi Polimeri - palbox misto 36 pz "",""36"",""0.00"",""0"""
"Pattex,""Gamma Pro"",""STD"",""8004630932337"",""2961749"",""PATTEX PRO 100 400g"",""12"",""11.17"",""0"""
"Pattex,""Gamma Pro"",""STD"",""8004630932214"",""2960318"",""PATTEX PRO 150 495g"",""12"",""16.75"",""0"""
"Pattex,""Gamma Pro"",""STD"",""8004630932276"",""2960630"",""PATTEX PRO 300 Sigilla & Incolla 410g"",""12"",""12.18"",""0"""
"Pattex,""Gamma Pro"",""STD"",""8004630932139"",""2959873"",""PATTEX PRO 400 Crystal 290g"",""12"",""12.69"",""0"""
"Pattex,""Gamma Pro"",""STD"",""8004630932092"",""2959744"",""PATTEX PRO 500 Express 440g"",""12"",""13.20"",""0"""
"Pattex,""Gamma Pro"",""STD"",""4015000432047"",""2961336"",""PATTEX PRO 600 High Tack 440g"",""12"",""13.71"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630899104"",""2668472"",""PATTEX Ripara Express 6 x 5g - NEW FORMULA"",""12"",""8.69"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630889662"",""2857479"",""PATTEX Ripara Express 48g  - Ocean"",""12"",""8.65"",""0"""
"Pattex,""Epossidiche"",""STD"",""8410436181648"",""2861230"",""PATTEX Ripara Express Aquastop 48g - Ocean"",""12"",""9.09"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630897742"",""2849048"",""PATTEX Repair Extreme 8g - Ocean"",""12"",""4.51"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630889686"",""2849049"",""PATTEX Repair Extreme 20g - Ocean"",""12"",""8.34"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630892006"",""2870416"",""PATTEX Acciaio Liquido Siringa 35g - Ocean"",""6"",""7.67"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630882717"",""2864349"",""PATTEX Acciaio Liquido tubo 30g - Ocean"",""6"",""5.71"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630903474"",""2966454         "",""Ptx 2K InsMix 5min 6x11ml PS"",""6"",""6.22"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630882755"",""2937283"",""PATTEX Saldatutto Mix 28g - Ocean"",""6"",""7.60"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630882755"",""2706641"",""PATTEX Saldatutto Mix 28g - 2 strip da 6pz"",""12"",""7.60"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630882731"",""2868447"",""PATTEX Saldatutto Tubo  24g - Ocean"",""6"",""5.37"",""0"""
"Pattex,""Epossidiche"",""STD"",""8004630891986"",""2868171"",""PATTEX Marmo e Ferro tubo 30g - Ocean"",""6"",""4.79"",""0"""
"Pattex,""Mastice"",""STD"",""8004630882960"",""1419322"",""PATTEX Adesivo Trasparente 125g"",""12"",""4.44"",""0"""
"Pattex,""Mastice"",""STD"",""8004630882946"",""1419321"",""PATTEX Adesivo Trasparente 50g astuccio"",""12"",""3.24"",""0"""
"Pattex,""Mastice"",""STD"",""8004630882854"",""2843224"",""PATTEX Adesivo Trasparente 50g blister - Ocean"",""12"",""3.66"",""0"""
"Pattex,""Mastice"",""STD"",""8004630889419"",""2852282"",""PATTEX Mastice Universale 125g "",""12"",""3.69"",""0"""
"Pattex,""Mastice"",""STD"",""8004630889433"",""2852561"",""PATTEX Mastice Universale 300g - new"",""12"",""5.70"",""0"""
"Pattex,""Mastice"",""STD"",""8004630892112"",""2901467"",""PATTEX Mastice Universale 50g blister - new - Ocean"",""12"",""2.88"",""0"""
"Pattex,""Mastice"",""STD"",""8004630889396"",""2852556"",""PATTEX Mastice Universale 50g astuccio - new"",""12"",""2.66"",""0"""
"Pattex,""Mastice"",""STD"",""8004630889457"",""2852562"",""PATTEX Mastice Universale 650g - new"",""6"",""10.44"",""0"""
"Pattex,""Mastice"",""STD"",""8004630891603"",""1604264"",""PATTEX Multi Attaccatutto 20ml blister"",""12"",""1.93"",""0"""
"Pattex,""Mastice"",""STD"",""8004630891603"",""1604262"",""PATTEX Multi Attaccatutto 20ml - Marmotta  25pz"",""25"",""1.79"",""0"""
"Pattex,""Matice"",""STD"",""8004630901982"",""1501926"",""PATTEX Contact K01 1750ml"",""8"",""20.96"",""0"""
"Pattex,""Matice"",""STD"",""8004630902026"",""1501922"",""PATTEX Contact K01 850ml"",""12"",""13.08"",""0"""
"Pattex,""Speciali"",""STD"",""8004630908011"",""2863903"",""PATTEX Scarpe 30g"",""6"",""3.82"",""0"""
"Pattex,""Speciali"",""STD"",""8004630908011"",""2905032"",""PATTEX Scarpe 30g - Ocean"",""6"",""3.82"",""0"""
"Pattex,""Speciali"",""STD"",""8004630908035"",""2925325"",""PATTEX Gomma 30g - Ocean"",""6"",""3.82"",""0"""
"Pattex,""Speciali"",""STD"",""4015000417518"",""1476786"",""PATTEX Legno Restauro Scuro 50g"",""6"",""5.17"",""0"""
"Pattex,""Speciali"",""STD"",""4015000417501"",""2700462"",""PATTEX Legno Restauro Chiaro 50g"",""6"",""5.17"",""0"""
"Pattex,""Speciali"",""STD"",""8004630908073"",""2856317"",""PATTEX Pelle 30g - Ocean"",""6"",""3.82"",""0"""
"Pattex,""Speciali"",""STD"",""8004630908110"",""2849338"",""PATTEX Plastica 30g - Ocean"",""6"",""3.82"",""0"""
"Pattex,""Speciali"",""STD"",""8004630907816"",""2849134"",""PATTEX Tessuti 20g - Ocean"",""6"",""3.82"",""0"""
"Pattex,""Hot Melt"",""STD"",""8004630918867"",""2117692"",""PATTEX Hobby Pistola Hotmelt"",""6"",""18.04"",""0"""
"Pattex,""Hot Melt"",""STD"",""8004630022915"",""243424"",""PATTEX Cartuccia Trasparente 200mm"",""5"",""15.83"",""0"""
"Pattex,""Vinilica"",""STD"",""4015000414869"",""1419307"",""PATTEX Vinilica Classic 750g"",""6"",""7.58"",""0"""
"Pattex,""Vinilica"",""STD"",""4015000415439"",""1419249"",""PATTEX Vinilica Classic 5Kg"",""1"",""35.97"",""0"""
"Pattex,""Vinilica"",""STD"",""4015000414876"",""2843223"",""PATTEX Vinilica Express 75g - Ocean"",""12"",""4.89"",""0"""
"Pattex,""Vinilica"",""STD"",""4015000414890"",""1419310"",""PATTEX Vinilica Express 250g"",""12"",""7.17"",""0"""
"Pattex,""Vinilica"",""STD"",""4015000414906"",""1419311"",""PATTEX Vinilica Express 750g"",""6"",""16.31"",""0"""
"Pattex,""Vinilica"",""STD"",""8004630891887"",""1419312"",""PATTEX Vinilica Idroresistente 750g"",""6"",""12.12"",""0"""
"Pattex,""Vinilica"",""STD"",""4015000415484"",""1419270"",""PATTEX Vinilica Idroresistente 5kg"",""1"",""53.91"",""0"""
"Pattex,""Vinilica"",""STD"",""4015000415491"",""1419271"",""PATTEX Vinilica Idroresistente  10Kg"",""1"",""88.27"",""0"""
"Pattex,""Vinilica"",""STD"",""5997272384172"",""1487015"",""PATTEX Vinilica Idroresistente  30Kg"",""1"",""264.77"",""0"""
"Pattex,""Vinilica"",""STD"",""8004630889709"",""1715109"",""PATTEX Vinilica Universale 100g"",""24"",""2.02"",""0"""
"Pattex,""Vinilica"",""STD"",""8004630883219"",""1715111"",""PATTEX Vinilica Universale 1 kg"",""12"",""8.61"",""0"""
"Pattex,""Vinilica"",""STD"",""8004630912445"",""1715112"",""PATTEX Vinilica Universale 250g"",""24"",""2.78"",""0"""
"Pattex,""Vinilica"",""STD"",""8004630883233"",""1715110"",""PATTEX Vinilica Universale 5 kg"",""4"",""39.73"",""0"""
"Pattex,""Millechiodi Polimeri"",""STD"",""8004630893850"",""674281"",""PATTEX Parquet 850g"",""12"",""6.90"",""0"""
"Pattex,""Millechiodi Polimeri"",""STD"",""8004630024537"",""243636"",""PATTEX Parquet 5kg"",""4"",""34.38"",""0"""
"Pattex,""Millechiodi Polimeri"",""STD"",""8004630893874"",""674282"",""PATTEX Pavimenti e Rivestimenti 850g"",""12"",""8.13"",""0"""
"Pattex,""Millechiodi Polimeri"",""STD"",""8004630893898"",""674283"",""PATTEX Pavimenti e Rivestimenti 5kg"",""4"",""39.51"",""0"""
"Pattex,""Millechiodi Polimeri"",""STD"",""8004630910618"",""1633894"",""PATTEX Legno PU Liquid 250g"",""12"",""8.17"",""0"""
"Pattex,""Millechiodi Polimeri"",""STD"",""8004630910632"",""1633876"",""PATTEX Legno PU Liquid 750g"",""6"",""20.68"",""0"""
"Pattex,""Nastri"",""STD"",""8004630889914"",""1669038"",""PATTEX Power Tape Bianco 50mmx10m"",""12"",""6.97"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888542"",""2893898"",""PATTEX Power Tape Bianco 50mmx5m - Ocean"",""12"",""5.22"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888429"",""2893897"",""PATTEX Power Tape Grigio 50mmx5m - Ocean"",""12"",""5.22"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888443"",""1669712"",""PATTEX Power Tape Grigio 50mmx10m"",""12"",""6.97"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888467"",""1669710"",""PATTEX Power Tape Grigio 50mmx25m"",""12"",""12.27"",""0"""
"Pattex,""Nastri"",""STD"",""8004630889938"",""1669042"",""PATTEX Power Tape Nero 50mmx10m"",""12"",""6.97"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888566"",""2893899"",""PATTEX Power Tape Nero 50mmx5m - Ocean"",""12"",""5.22"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885510"",""715149"",""PATTEX 22500 - Biadesivo Universale 19mmx25m"",""48"",""3.44"",""0"""
"Pattex,""Nastri"",""STD"",""8004630892952"",""715150"",""PATTEX 22500 - Biadesivo Universale 25mmx25m"",""36"",""4.85"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885534"",""715151"",""PATTEX 22500 - Biadesivo Universale 50mmx25m"",""18"",""8.98"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885572"",""715153"",""PATTEX 25000 - Biadesivo Telato 50mmx25m"",""24"",""11.77"",""0"""
"Pattex,""Nastri"",""STD"",""8000053131432"",""715155"",""PATTEX 30000 Soft Biadesivo 19mmx10m"",""20"",""12.16"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885596"",""715156"",""PATTEX 30000 Soft Biadesivo 25mmx10m"",""18"",""16.17"",""0"""
"Pattex,""Nastri"",""STD"",""8004630886920"",""2847048"",""PATTEX Biadesivo Power Fix Brico 19mmx1,5m - Ocean"",""12"",""3.16"",""0"""
"Pattex,""Nastri"",""STD"",""8004630886920"",""2624465"",""PATTEX Biadesivo Power Fix Brico 19mmx1,5m - strip"",""12"",""3.16"",""0"""
"Pattex,""Nastri"",""STD"",""8000053132279"",""2857493"",""PATTEX Biadesivo Soffice  25mmx1,5m - Ocean"",""12"",""4.04"",""0"""
"Pattex,""Nastri"",""STD"",""8000053131784"",""2847046"",""PATTEX Biadesivo Tassello  25mmx12mm - Ocean"",""24"",""2.35"",""0"""
"Pattex,""Nastri"",""STD"",""8000053132262"",""2857477"",""PATTEX Biadesivo Trasparente 15mmx10m - Ocean"",""12"",""2.37"",""0"""
"Pattex,""Nastri"",""STD"",""8000053134259"",""715159"",""PATTEX Biadesivo Moquette e Tappeti 50mmx25m"",""12"",""11.49"",""0"""
"Pattex,""Nastri"",""STD"",""8004630895441"",""2857838"",""PATTEX Millechiodi Tape 19mmx1,5m - Ocean"",""12"",""7.29"",""0"""
"Pattex,""Nastri"",""STD"",""8004630895441"",""1922264"",""PATTEX Millechiodi Tape 19mmx1,5m - Strip 12pz"",""12"",""7.29"",""0"""
"Pattex,""Nastri"",""STD"",""8004630899401"",""1415614"",""PATTEX Millechiodi Tape Removibile 10 Strisce"",""12"",""4.81"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630891849"",""2679541"",""PATTEX Bagno Sano Rinnova Fughe"",""12"",""8.09"",""0"""
"Pattex,""Sigillanti"",""STD"",""8000053131265"",""2668400"",""PATTEX Bagno Sano Ripara Smalto"",""6"",""5.66"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926961"",""2760634"",""PATTEX Re-New Bianco 80ml crt standard"",""12"",""5.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926961"",""2838723"",""PATTEX Re-New Bianco 80ml palbox 60pz"",""60"",""5.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926961"",""2776116"",""PATTEX Re-New Bianco 80ml strip 2x6pz"",""12"",""5.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630922468"",""2589876"",""PATTEX Re-new Bianco Cartuccia 280ml - Cartone 12pz"",""12"",""9.40"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630923137"",""2647966"",""PATTEX Sigillanti Light Bagni&Cucine blister 50ml"",""12"",""3.61"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630923175"",""2648093"",""PATTEX Sigillanti Light Esterni blister 50ml"",""12"",""3.61"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630923151"",""2648090"",""PATTEX Sigillanti Light Interni blister 50ml"",""12"",""3.10"",""0"""
"Pattex,""Sigillanti"",""STD"",""8000053133818"",""2647228"",""PATTEX Sigillanti Light Esterni cartuccia 280ml"",""12"",""5.67"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630892532"",""2647234"",""PATTEX Sigillanti Light Bagni&Cucine cartuccia 280ml"",""12"",""5.67"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630892556"",""2674851"",""PATTEX Sigillanti Light Interni cartuccia 280ml"",""12"",""4.53"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630936076"",""3051461"",""Pattex Bagni e Cucine Bianco Kiwi 100ml*6"",""6"",""5.40"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630936113"",""3051595"",""Pattex Esterni Transp Kiwi 100ml*6"",""6"",""5.40"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928446"",""2814242"",""PATTEX Bagni&Cucine Original Bianco 50ml - Ocean"",""12"",""3.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""4015000405799"",""2717826"",""PATTEX Bagni&Cucine Original Bianco 150ml"",""12"",""4.93"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928521"",""2814420"",""PATTEX Bagni&Cucine Original Trasparente 50ml - Ocean"",""12"",""4.96"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900299"",""2717827"",""PATTEX Bagni&Cucine Original Bianco 280ml "",""12"",""5.27"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900299"",""3032437"",""PATTEX Bagni&Cucine Original Bianco 280ml - NGC"",""12"",""5.27"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900275"",""2717830"",""PATTEX Bagni&Cucine Original Trasparente 280ml "",""12"",""5.27"",""0"""
